embryos	juveniles	adults	juv&adults
221.38735286066247	191.5275116342732	151.40651519299206	342.93402682726526
219.55926635641939	192.44100739118534	149.2721051190802	341.71311251026555
219.05693950177937	190.6860114973994	148.85929373117986	339.54530522857925
215.0323022173556	186.6756090884205	146.19244456611005	332.8680536545305
224.3654530522858	196.56802627977004	151.2389816589105	347.80700793868056
229.01040240897893	198.37804544210238	152.02354229400493	350.40158773610733
224.08650424308786	191.64221188064604	150.77169449767314	342.4139063783192
226.18341089515468	196.61976457705995	151.49466192170817	348.1144264987681
221.63865316178484	191.28743498494387	148.98822885299754	340.2756638379414
211.74924719408705	183.40651519299206	145.22994798795511	328.63646318094715
223.58664111689023	194.78565562551327	152.5146454968519	347.30030112236517
215.6698603887216	188.5956747878456	147.59430604982205	336.1899808376677
213.22830550232686	184.7185874623597	146.73227484259513	331.45086230495485
203.06597317273474	179.4434711196277	144.94415548863947	324.38762660826717
225.2518477963318	194.4757733369833	151.86011497399397	346.3358883109773
237.3594306049822	206.0120448946072	155.96222283055025	361.9742677251574
219.6411168902272	189.644128113879	149.85272378866685	339.49685190254587
212.87325485902	184.32849712565016	144.71338625787024	329.04188338352037
215.7771694497673	186.50533807829183	144.61264713933753	331.1179852176293
214.9707090062962	187.58773610730907	148.39748152203668	335.98521762934575
215.84369011771147	185.53846153846155	145.71803996715028	331.2565015056118
221.0717218724336	190.0555707637558	148.0188885847249	338.0744593484807
219.63208321927183	190.02107856556256	150.31015603613469	340.33123460169725
219.1713660005475	189.04900082124283	148.53243909115795	337.58143991240075
211.08185053380782	184.55406515192993	146.17163974815222	330.7257049000821
203.56693128935123	176.3208321927183	143.0487270736381	319.3695592663564
227.980290172461	197.50533807829183	152.67779906925816	350.18313714755
241.51245551601423	208.9835751437175	158.7900355871886	367.7736107309061
227.4306049822064	195.73993977552698	150.25677525321655	345.9967150287435
217.64796058034491	187.81029290993703	146.698603887216	334.508896797153
206.2584177388448	177.99288256227757	143.1319463454695	321.12482890774703
227.2198193265809	196.53189159594854	149.7251574048727	346.25704900082127
209.7185874623597	179.98275390090336	146.1199014508623	326.1026553517657
204.75171092252944	177.952094169176	141.37722419928826	319.32931836846427
217.80399671502875	188.87927730632356	150.22310429783738	339.10238160416094
229.32767588283602	198.29756364631808	153.0027374760471	351.30030112236517
224.42348754448398	194.2044894607172	154.34382699151382	348.54831645223106
228.67205036955926	196.59950725431153	151.61100465370927	348.2105119080208
212.81357788119354	186.21872433616207	146.0317547221462	332.25047905830826
225.57158499863127	194.0	150.50643306871063	344.50643306871063
215.24883657267998	184.47358335614564	147.40651519299206	331.8800985491377
225.39364905557076	194.5464002189981	149.9482617027101	344.4946619217082
220.63974815220368	191.16479605803448	149.96523405420203	341.1300301122365
218.96359156857378	189.62688201478238	147.0580344921982	336.6849165069806
217.12893512181768	187.55242266630168	147.28332877087325	334.8357514371749
222.1910758280865	190.8869422392554	148.60114973993979	339.4880919791952
209.45442102381605	180.650698056392	142.63618943334245	323.28688748973445
203.32849712565016	177.62523952915413	144.1037503421845	321.7289898713386
216.5496851902546	187.19518204215714	145.74952094169177	332.9447029838489
219.84670134136326	190.24363536819052	150.65480427046262	340.89843963865314
216.21188064604434	185.91048453326033	145.49301943607995	331.40350396934025
212.4727621133315	182.9030933479332	144.49247194087053	327.3955652888037
212.15028743498493	184.37339173282234	145.66794415548864	330.041335888311
208.86531617848343	180.64494935669313	143.96277032575966	324.6077196824528
207.2781275663838	177.88228852997537	143.97508896797154	321.8573774979469
216.9739939775527	188.13413632630716	146.50999178757186	334.644128113879
221.64577059950724	190.28935121817685	147.51300301122365	337.8023542294005
229.99479879551055	197.26115521489186	152.12756638379415	349.388721598686
204.03449219819328	177.29509991787572	141.03367095537914	318.3287708732549
190.64002189980837	166.4535997810019	136.2937311798522	302.7473309608541
218.63892690938954	188.11743772241994	148.31617848343828	336.4336162058582
218.19381330413358	185.91075828086505	145.64686558992608	331.55762387079113
222.01998357514373	190.69093895428415	149.61264713933753	340.3035860936217
225.80454421023816	193.38571037503422	150.71968245277853	344.10539282781275
213.517382972899	184.59321105940322	147.33698330139612	331.93019436079936
216.2655351765672	185.31891595948537	146.66849165069806	331.9874076101834
209.01396112784013	177.6378319189707	141.88201478237065	319.51984670134135
223.07664932931837	191.73035860936216	149.8226115521489	341.5529701615111
207.64631809471666	179.5343553243909	143.74952094169177	323.2838762660827
201.38926909389542	172.29537366548044	138.84998631261976	311.1453599781002
