embryos	juveniles	adults	juv&adults
224.35231316725978	195.60005474952095	151.86860114973993	347.4686558992609
206.49767314535998	181.3810566657542	146.47330960854092	327.8543662742951
231.56337257049	202.46016972351492	155.60580344921982	358.06597317273474
209.9093895428415	182.46673966602793	145.2003832466466	327.66712291267453
217.7284423761292	188.0517382972899	149.39063783191898	337.44237612920887
215.59102107856557	187.1552148918697	148.1138790035587	335.2690938954284
225.84396386531617	194.09033670955378	149.83438269915138	343.9247194087052
232.1393375307966	202.37722419928826	154.47659457979742	356.85381877908566
206.63837941418012	182.60388721598687	144.32794963044074	326.9318368464276
214.4793320558445	186.8836572679989	145.8612099644128	332.7448672324117
206.4078839310156	179.39611278401313	141.3268546400219	320.72296742403506
211.66246920339447	183.89515466739667	142.47987955105393	326.3750342184506
193.58746235970435	171.1171639748152	137.0840405146455	308.20120448946074
191.45332603339722	166.5598138516288	135.17574596222283	301.73555981385164
207.22748425951272	181.4333424582535	141.49657815494115	322.9299206131946
208.77771694497673	181.42567752532165	142.17273473857105	323.59841226389267
201.30878729811113	175.62989323843416	136.33232959211608	311.9622228305502
217.67068163153573	190.40952641664384	144.4623597043526	334.87188612099646
195.23597043525868	171.10429783739391	134.54202025732275	305.64631809471666
211.66110046537094	182.69997262523952	140.78291814946618	323.4828907747057
194.93101560361347	170.03832466465917	131.93019436079933	301.96851902545853
199.03449219819328	174.00054749520942	132.4374486723241	306.4379961675335
200.01423487544483	174.67588283602518	133.7771694497673	308.4530522857925
178.8160416096359	159.73227484259513	125.4013139885026	285.1335888310977
185.94744045989597	166.523952915412	131.54229400492747	298.06624692033944
199.21762934574323	175.36736928551875	137.43607993430058	312.8034492198193
188.45852723788667	165.04297837393923	129.9937038050917	295.03668217903095
197.00136873802353	170.36435806186697	131.35806186695865	301.7224199288256
198.76923076923077	173.5403777716945	134.78729811114152	308.32767588283605
179.980290172461	159.35997810019163	127.24117163974815	286.6011497399398
178.94744045989597	157.2849712565015	124.7344648234328	282.0194360799343
189.9843963865316	166.960580344922	130.29756364631808	297.2581439912401
187.37749794689296	165.3920065699425	129.9898713386258	295.3818779085683
189.07883931015604	166.11825896523405	127.0385984122639	293.15685737749794
191.30194360799342	168.39720777443196	127.05748699698877	295.45469477142075
180.0418833835204	159.14946619217082	125.60443471119628	284.7539009033671
181.0881467287161	159.59485354503147	123.85026006022447	283.4451136052559
182.96687653983028	162.2652614289625	125.74459348480701	288.0098549137695
166.09608540925268	149.57432247467835	118.27758007117438	267.85190254585274
191.9548316452231	168.87024363536818	128.3331508349302	297.2033944702984
171.23159047358337	153.42211880646045	118.74897344648234	272.1710922529428
169.4754995893786	150.1754722146181	116.12236517930468	266.2978373939228
164.79687927730632	146.45223104297838	113.58499863126198	260.03722967424034
159.6824527785382	142.38379414180125	110.57569121270188	252.95948535450316
156.83657267998905	140.15740487270736	112.8286339994525	252.98603887215987
172.20777443197372	153.85026006022449	119.48480700793868	273.33506706816314
180.1229126745141	158.46044347111962	120.35094442923625	278.8113879003559
165.2107856556255	146.60826717766219	113.57131125102656	260.1795784286887
167.14618122091431	146.82945524226662	116.5535176567205	263.38297289898713
157.02545852723787	139.21571311251026	111.02053107035313	250.2362441828634
173.82972898987134	152.98576512455517	116.72926361894334	269.7150287434985
141.20257322748427	129.2584177388448	103.8513550506433	233.1097727894881
161.15713112510267	141.68683274021353	109.53627155762388	251.22310429783738
169.79824801532988	152.73638105666575	114.67506159321105	267.4114426498768
161.18286339994526	142.74924719408705	108.11935395565288	250.86860114973993
166.2715576238708	148.65617300848618	112.30002737476048	260.95620038324665
137.95346290719957	125.00711743772241	98.42458253490283	223.43169997262524
151.637558171366	137.12099644128114	106.31782096906652	243.43881741034767
156.93347933205584	141.12044894607172	110.44593484807008	251.5663837941418
168.0840405146455	149.79578428688748	115.64139063783192	265.4371749247194
137.0580344921982	124.2430878729811	98.32439091157953	222.56747878456065
137.1875171092253	124.33917328223379	94.04708458800985	218.38625787024364
146.7311798521763	133.98576512455517	103.22118806460443	237.2069531891596
148.52258417738844	131.79195182042156	104.2491103202847	236.04106214070626
146.35559813851629	131.82671776621956	102.93046810840406	234.7571858746236
156.87544483985766	140.39885026006021	106.77497946892964	247.17382972898986
151.58061866958664	135.50999178757186	104.39720777443198	239.90719956200383
135.3717492471941	124.18532712838763	97.355871886121	221.54119901450863
130.1935395565289	117.986860114974	93.8672324117164	211.85409252669038
137.38680536545306	124.70079386805365	98.3561456337257	223.05693950177937
